Process233,8180,8377,0
Process234,5776,7088,0
Process235,5711,6732,0
Process236,1018,346,2
Process237,1138,5691,1
Process238,3944,2573,2
Process239,926,9291,2
Process240,4019,7217,0
Process241,6964,5055,1
Process242,3859,8130,0
Process243,8572,2661,0
Process244,9686,4789,0
Process245,2605,6851,2
Process246,9251,7868,2
Process247,9486,9006,0
Process248,4640,2949,2
Process249,968,226,1
Process250,7678,596,0
Process251,866,7560,2
Process252,7956,7770,0
Process253,9212,6342,2
Process254,5197,2379,0
Process255,8271,4984,1
Process256,4428,4234,1
Process257,7284,72,1
Process258,5831,1063,2
Process259,6951,2030,1
Process260,3715,6059,0
Process261,4048,6924,0
Process262,9436,1232,1
Process263,2955,443,2
Process264,5487,5640,1
Process265,9160,262,0
Process266,9684,1041,1
Process267,1724,8324,1
Process268,9123,4154,0
Process269,5822,7457,0
Process270,2748,1171,2
Process271,270,5218,2
Process272,1704,4653,2
Process273,908,3959,0
Process274,2807,5797,0
Process275,7085,1308,0
Process276,2699,991,0
Process277,8899,2715,0
Process278,5172,8189,2
Process279,2507,4010,1
Process280,8225,3109,0
Process281,1,3378,2
Process282,5054,5081,1
Process283,1339,5989,0
Process284,8068,5147,1
Process285,6788,2231,2
Process286,2123,1281,0
Process287,4851,179,2
Process288,2255,5350,0
Process289,3814,7857,2
Process290,9182,6081,0
Process291,5721,2433,2
Process292,182,7487,2
Process293,9297,8825,1
Process294,8723,6892,0
Process295,298,32,0
Process296,3182,8506,1
Process297,7058,9708,0
Process298,10000,1962,1
Process299,7484,5776,1
Process300,8978,1309,0
Process301,9933,3382,0
Process302,4267,3563,1
Process303,3683,9211,1
Process304,9087,4285,1
Process305,5991,4583,0
Process306,1477,4116,1
Process307,1893,7525,0
Process308,8840,7525,0
Process309,1137,1360,2
Process310,7644,337,1
Process311,6583,6621,0
Process312,7956,888,2
Process313,6816,4570,0
Process314,854,8,2
Process315,1784,2350,0
Process316,9098,3827,0
Process317,1270,2071,0
Process318,3150,910,0
Process319,640,8398,0
Process320,6611,2393,0
Process321,3891,8976,1
Process322,4553,6931,2
Process323,8778,99,0
Process324,8567,952,1
Process325,2642,2735,0
Process326,1299,8184,0
Process327,6777,5805,1
Process328,3429,8954,1
Process329,309,9593,1
Process330,2198,2555,1
Process331,775,6445,2
Process332,2326,997,1
Process333,8413,6127,0
Process334,5422,4693,1
Process335,2440,7334,0
Process336,8160,4985,0
Process337,1355,1761,2
Process338,2973,1541,1
Process339,1853,1850,2
Process340,5483,399,0
Process341,5155,1173,0
Process342,6507,9851,0
Process343,4791,8263,1
Process344,3173,37,2
Process345,8860,8828,0
Process346,7281,6987,2
Process347,6591,8341,0
Process348,5353,7665,1
Process349,3070,9517,2
Process350,3084,1351,2
Process351,9301,6506,0
Process352,4668,9364,0
Process353,1033,4154,2
Process354,9876,3679,1
Process355,3413,2538,2
Process356,637,6170,2
Process357,2845,2760,2
Process358,6815,4465,0
Process359,2327,3886,2
Process360,6040,6969,1
Process361,153,2621,1
Process362,1791,7289,2
Process363,9632,4673,2
Process364,5736,4548,0
Process365,1878,4313,2
Process366,3199,4949,2
Process367,5156,7793,1
Process368,8157,960,0
Process369,8824,3286,0
Process370,5359,5677,1
Process371,3246,2181,2
Process372,3991,323,1
Process373,4101,9954,0
Process374,8365,2042,2
Process375,2660,3919,2
Process376,5845,3469,2
Process377,1552,4976,1
Process378,20,3133,2
Process379,9305,1956,1
Process380,2476,3666,2
Process381,8968,6912,2
Process382,1730,902,2
Process383,8132,5002,2
Process384,9208,9718,0
Process385,1184,2377,1
Process386,7473,4573,2
Process387,5063,6125,2
Process388,6798,2496,0
Process389,3142,8153,2
Process390,5475,6980,0
Process391,3486,5948,1
Process392,31,4029,2
Process393,6899,2160,2
Process394,6425,7719,0
Process395,1642,8902,1
Process396,3481,2726,2
Process397,8790,4140,2
Process398,2724,938,1
Process399,2494,431,0
Process400,4221,5905,0
Process401,9614,9391,0
Process402,8271,9421,0
Process403,7830,2671,0
Process404,8744,9095,1
Process405,3025,7088,0
Process406,2387,569,0
Process407,9970,5710,2
Process408,31,8433,2
Process409,2588,7279,2
Process410,9650,1499,2
Process411,7340,7464,0
Process412,7331,2086,1
Process413,1350,9915,0
Process414,3882,5011,2
Process415,4134,4387,2
Process416,3288,6773,2
Process417,1520,6742,1
Process418,245,3124,1
Process419,6260,2063,1
Process420,6354,1712,1
Process421,8706,5404,0
Process422,6800,2734,1
Process423,4316,435,1
Process424,854,669,2
Process425,6488,4802,1
Process426,5563,8089,0
Process427,5206,5960,2
Process428,6912,2557,2
Process429,3404,8816,0
Process430,822,1522,1
Process431,2444,6579,0
Process432,1529,3378,0
Process433,2701,4045,2
Process434,3788,4899,0
Process435,2590,1386,1
Process436,9427,6948,0
Process437,3037,8506,1
Process438,6093,5417,2
Process439,5922,8820,0
Process440,4167,5994,0
Process441,4124,8437,2
Process442,9485,6317,2
Process443,3932,9017,2
Process444,5166,9156,2
Process445,7070,1745,2
Process446,7423,1171,2
Process447,8570,559,2
Process448,5677,6652,2
Process449,5341,8925,2
Process450,173,3091,0
Process451,6528,3566,0
Process452,5813,3050,1
Process453,2125,3333,1
Process454,5187,8499,1
Process455,6795,5568,1
Process456,6142,9342,2
Process457,2438,4263,1
Process458,3591,9939,1
Process459,6514,1631,0
Process460,8258,1804,2
Process461,2347,4683,1
Process462,1226,495,2
Process463,6422,8972,1
Process464,635,4158,1
Process465,357,952,0
Process466,5473,3446,2
Process467,8112,5883,0
Process468,7662,5825,2
Process469,217,2339,1
Process470,5345,596,0
Process471,6268,9294,2
Process472,758,519,2
Process473,4651,3292,2
Process474,1877,279,2
Process475,3954,635,0
Process476,1599,6107,0
Process477,4938,570,0
Process478,2541,4584,2
Process479,84,4800,2
Process480,5610,6496,1
Process481,2940,2763,0
Process482,1305,9873,2
Process483,165,4523,1
Process484,4350,2751,2
Process485,6340,6704,1
Process486,1987,8302,2
Process487,1080,9591,2
Process488,2408,8484,1
Process489,9562,4919,1
Process490,9054,528,0
Process491,5495,9819,2
Process492,7582,1123,2
Process493,188,7639,0
Process494,2439,1988,0
Process495,1321,4680,1
Process496,4487,3018,1
Process497,6464,4098,2
Process498,9011,6505,1
Process499,6143,6066,1
Process500,4426,1472,1
Process501,2854,6966,0
Process502,6749,4547,2
Process503,517,1086,0
Process504,5160,9877,2
Process505,2554,1197,2
Process506,3004,2035,2
Process507,8108,8498,2
Process508,9155,3861,1
Process509,2335,3,0
Process510,6785,4428,0
Process511,1764,3633,1
Process512,6561,381,0
Process513,5186,897,2
Process514,5098,2408,2
Process515,3350,1313,1
Process516,2635,4316,2
Process517,8586,8775,2
Process518,4987,7930,1
Process519,7893,6616,1
Process520,9570,9752,2
Process521,6367,1515,0
Process522,2834,4428,0
Process523,3848,9613,2
Process524,2301,1062,1
Process525,630,763,1
Process526,6509,3397,2
Process527,776,1982,1
Process528,3541,3320,1
Process529,6519,7565,2
Process530,9500,7134,2
Process531,6909,9853,1
Process532,4304,2686,0
Process533,8433,6534,1
Process534,9811,8834,1
Process535,3597,5815,2
Process536,8697,2324,0
Process537,4466,9451,0
Process538,5362,9343,0
Process539,4188,5861,1
Process540,5982,5360,1
Process541,3880,8620,0
Process542,3294,2924,0
Process543,7136,7708,0
Process544,6943,3870,1
Process545,4164,7466,0
Process546,8501,2515,2
Process547,6235,3332,1
Process548,5951,8693,1
Process549,5340,2880,1
Process550,2294,5213,0
Process551,6383,5444,2
Process552,324,8738,0
Process553,6952,5873,2
Process554,6466,9168,1
Process555,4814,9683,2
Process556,8978,4535,0
Process557,5465,769,2
Process558,4108,3072,1
Process559,5741,8411,0
Process560,9588,7057,1
Process561,8794,3439,0
Process562,6621,114,1
Process563,7372,3418,0
Process564,8535,9883,2
Process565,3568,4697,2
Process566,6068,3674,0
Process567,7434,5490,0
Process568,2133,5949,0
Process569,5524,1690,2
Process570,8148,7629,2
Process571,2336,6422,2
Process572,1969,3043,2
Process573,340,6766,0
Process574,937,1653,1
Process575,7053,5220,1
Process576,9205,1287,0
Process577,9541,8721,1
Process578,6998,7205,2
Process579,3879,2728,2
Process580,9171,7227,0
Process581,1521,9563,1
Process582,3661,7883,2
Process583,2268,8223,2
Process584,4293,5511,0
Process585,2554,2563,1
Process586,1863,1768,1
Process587,1199,7660,2
Process588,2377,1009,0
Process589,9504,4887,1
Process590,4674,4057,0
Process591,3824,1929,2
Process592,3045,1942,1
Process593,8013,4209,1
Process594,9748,4854,2
Process595,3135,3759,2
Process596,1743,1973,1
Process597,1639,3171,0
Process598,2959,1899,1
Process599,1485,7755,0
Process600,9091,8780,2
Process601,3924,2603,2
Process602,8321,2000,2
Process603,6953,12,2
Process604,3808,9759,0
Process605,2526,2894,2
Process606,159,4636,1
Process607,9561,2626,0
Process608,2974,1937,2
Process609,3749,3421,1
Process610,9410,8863,0
Process611,1833,2786,0
Process612,9834,7458,0
Process613,6128,4410,0
Process614,6632,4569,0
Process615,8342,3446,1
Process616,7459,3605,2
Process617,4902,3165,0
Process618,1868,2490,1
Process619,733,6238,2
Process620,3706,2000,1
Process621,5458,3832,2
Process622,3462,17,1
Process623,6170,2497,1
Process624,2539,9128,1
Process625,5019,7470,0
Process626,393,1280,0
Process627,6755,2533,0
Process628,5744,4400,1
Process629,3022,1485,1
Process630,3721,5190,2
Process631,9635,647,2
Process632,1984,461,0
Process633,8143,6630,0
Process634,5064,5520,1
Process635,6555,538,1
Process636,1493,930,1
Process637,35,7685,1
Process638,8095,9780,0
Process639,8645,2802,2
Process640,1785,6522,1
Process641,6926,6157,1
Process642,8603,4492,1
Process643,297,8986,0
Process644,841,4049,0
Process645,513,6956,0
Process646,7655,8448,1
Process647,2429,8482,0
Process648,6089,6576,2
Process649,7798,5220,0
Process650,3695,7005,0
Process651,4783,282,2
Process652,2870,5236,0
Process653,1418,1884,1
Process654,9300,2724,2
Process655,6351,3236,0
Process656,293,7242,2
Process657,5165,6023,0
Process658,7722,2111,1
Process659,6411,6260,0
Process660,7903,9955,0
Process661,5917,1089,1
Process662,6440,3958,2
Process663,7807,5375,1
Process664,4512,4674,1
Process665,5266,7377,1
Process666,2977,7669,2
Process667,9135,2833,2
Process668,128,6906,2
Process669,7698,3316,1
Process670,6840,7570,2
Process671,2987,3486,1
Process672,5768,6277,1
Process673,137,435,2
Process674,38,4946,1
Process675,5368,212,2
Process676,3935,9540,1
Process677,6096,8674,0
Process678,632,8802,2
Process679,3631,2851,2
Process680,9243,9690,0
Process681,1162,2676,1
Process682,4170,4795,2
Process683,1136,4931,2
Process684,6181,1320,2
Process685,5901,6688,2
Process686,2997,6974,1
Process687,4115,3069,0
Process688,4417,52,1
Process689,1626,3682,0
Process690,8503,9277,1
Process691,2950,6790,2
Process692,7236,960,0
Process693,7800,8447,2
Process694,1503,4628,2
Process695,3800,528,1
Process696,9014,9876,2
Process697,3767,3990,2
Process698,7195,4759,2
Process699,5777,6384,0
Process700,7210,1238,0
Process701,4685,539,1
Process702,4836,7775,2
Process703,9782,1926,0
Process704,2363,3428,0
Process705,6265,3579,0
Process706,6854,8944,1
Process707,770,2711,1
Process708,4106,6257,2
Process709,1143,2034,2
Process710,4566,5595,0
Process711,7266,6632,0
Process712,3108,1467,2
Process713,3559,7601,1
Process714,5161,9963,1
Process715,5039,6227,2
Process716,1797,9433,2
Process717,8431,6554,2
Process718,5408,659,0
Process719,3496,1801,2
Process720,7968,2718,2
Process721,30,6335,2
Process722,2632,9443,2
Process723,3008,9353,0
Process724,1663,4513,0
Process725,97,9551,2
Process726,2111,7699,0
Process727,3070,2481,2
Process728,3091,7889,2
Process729,9370,7736,2
Process730,7683,5704,0
Process731,4296,5733,0
Process732,1188,8364,0
Process733,2252,7724,2
Process734,4565,5738,0
Process735,3194,5834,1
Process736,4402,7945,1
Process737,1395,7366,2
Process738,8590,456,0
Process739,2796,9826,0
Process740,8804,3860,1
Process741,3883,8155,2
Process742,1649,5695,2
Process743,2506,7946,2
Process744,9068,8863,1
Process745,3791,8408,2
Process746,769,9161,0
Process747,9094,555,2
Process748,6252,9144,0
Process749,7652,8291,2
Process750,436,3447,1
Process751,5276,3681,0
Process752,2201,5329,2
Process753,3843,7834,2
Process754,9561,6901,1
Process755,4665,7043,1
Process756,1956,7811,0
Process757,3543,3256,2
Process758,2497,5859,2
Process759,8259,3510,1
Process760,3847,297,1
Process761,3295,1924,1
Process762,7251,4125,1
Process763,3254,4319,2
Process764,3556,3880,0
Process765,2720,4896,1
Process766,6645,3203,2
Process767,9730,6746,0
Process768,3371,5594,2
Process769,8859,3852,2
Process770,6287,7698,0
Process771,3514,7344,0
Process772,4422,947,1
Process773,659,4200,0
Process774,4730,4107,2
Process775,2054,3179,2
Process776,2773,6175,2
Process777,1303,5904,0
Process778,9441,5626,1
Process779,7087,4485,1
Process780,947,7123,0
Process781,8752,637,0
Process782,4834,1410,1
Process783,1393,2069,1
Process784,2272,3150,1
Process785,3382,1556,2
Process786,9389,4328,1
Process787,4952,1983,2
Process788,7260,1423,2
Process789,1515,4861,1
Process790,5973,5807,0
Process791,8130,911,0
Process792,7631,5744,0
Process793,8079,7137,1
Process794,9079,5760,2
Process795,4187,9141,2
Process796,8826,4882,1
Process797,9640,9833,2
Process798,6359,3444,1
Process799,5056,1310,1
Process800,4590,7283,1
Process801,1247,5412,2
Process802,4894,3042,2
Process803,9951,1120,0
Process804,3429,6550,2
Process805,57,737,0
Process806,8242,5914,2
Process807,3459,5554,0
Process808,659,8264,0
Process809,9282,3319,2
Process810,9119,4260,1
Process811,4764,5506,0
Process812,1319,399,0
Process813,9971,6701,1
Process814,2112,129,1
Process815,13,186,1
Process816,7056,4779,1
Process817,8980,4589,2
Process818,7090,5247,0
Process819,4996,880,2
Process820,4212,9999,1
Process821,712,1114,2
Process822,5327,8784,0
Process823,6633,5107,0
Process824,1762,7218,2
Process825,3442,7231,0
Process826,2211,4286,2
Process827,6895,9617,1
Process828,3484,3058,1
Process829,8338,8053,1
Process830,9214,8617,2
Process831,7999,5680,0
Process832,8642,1006,1
Process833,6036,7638,2
Process834,132,5752,1
Process835,710,5545,2
Process836,7825,7756,2
Process837,6072,1002,0
Process838,8907,4485,0
Process839,6990,9174,1
Process840,8657,8388,0
Process841,3971,2738,1
Process842,3103,1379,2
Process843,1019,3766,0
Process844,4043,250,2
Process845,4285,959,0
Process846,4462,5135,2
Process847,8925,1206,0
Process848,9357,113,1
Process849,2848,3454,1
Process850,745,2110,1
Process851,7258,2432,0
Process852,9452,1886,1
Process853,6300,2904,2
Process854,3490,6946,0
Process855,2785,7582,2
Process856,1273,2043,0
Process857,3869,7319,2
Process858,3819,6676,0
Process859,8254,5875,1
Process860,8216,6619,0
Process861,9270,3877,0
Process862,6710,9680,1
Process863,8233,2331,0
Process864,3523,5820,1
Process865,5414,4956,2
Process866,8265,6228,1
Process867,6251,6448,1
Process868,1795,6618,0
Process869,3805,4872,0
Process870,9268,9439,0
Process871,3194,8709,2
Process872,2255,1770,0
Process873,6851,6355,0
Process874,4351,6229,0
Process875,5149,1642,1
Process876,7178,9906,2
Process877,3955,2508,1
Process878,1699,4303,2
Process879,2471,8107,0
Process880,5470,3726,2
Process881,1441,3271,2
Process882,1289,5526,1
Process883,817,2376,1
Process884,9028,3078,0
Process885,3060,8226,0
Process886,8400,5404,1
Process887,9968,9358,1
Process888,689,7408,0
Process889,1677,6230,1
Process890,240,8051,2
Process891,8243,9492,0
Process892,1307,780,2
Process893,2494,7949,2
Process894,6387,3328,2
Process895,6510,6387,0
Process896,4627,1138,0
Process897,2650,7458,0
Process898,3182,8146,2
Process899,721,6174,2
Process900,15,6414,1
Process901,5740,4656,2
Process902,4736,2315,2
Process903,9258,1160,1
Process904,2508,7546,1
Process905,2484,4055,2
Process906,7038,5033,1
Process907,3349,7683,0
Process908,5369,7216,0
Process909,1150,7937,0
Process910,3160,4303,0
Process911,3222,42,0
Process912,2776,4777,0
Process913,9463,386,2
Process914,4098,2893,0
Process915,2062,1728,0
Process916,9118,8766,1
Process917,960,8466,1
Process918,260,186,0
Process919,4058,1335,0
Process920,4031,4495,1
Process921,418,7716,0
Process922,7814,492,2
Process923,7524,6306,0
Process924,8395,403,2
Process925,3164,8817,1
Process926,8340,7934,1
Process927,8550,8893,2
Process928,6443,5504,1
Process929,7905,5913,0
Process930,7303,9944,2
Process931,1005,361,1
Process932,1102,4526,2
Process933,2328,2050,2
Process934,3940,6796,2
Process935,8446,6311,0
Process936,4681,1002,0
Process937,6033,9552,2
Process938,2204,2346,0
Process939,8561,250,1
Process940,6253,7553,2
Process941,8441,8557,2
Process942,1049,6010,0
Process943,4149,8337,2
Process944,3555,2277,2
Process945,3364,7074,1
Process946,8343,1754,2
Process947,1255,4139,2
Process948,5765,6342,0
Process949,5778,4902,2
Process950,1705,1154,0
Process951,7576,5946,0
Process952,161,6994,0
Process953,3624,1142,0
Process954,5489,4696,2
Process955,4150,4412,2
Process956,1826,2754,0
Process957,4152,360,0
Process958,2383,6124,2
Process959,2960,1902,0
Process960,3787,3606,1
Process961,2168,7534,0
Process962,1810,4046,0
Process963,1110,7669,2
Process964,1452,3157,0
Process965,4071,3658,1
Process966,3765,5483,0
Process967,1565,5986,0
Process968,3504,8368,0
Process969,5433,1327,2
Process970,4968,1466,2
Process971,9305,3633,0
Process972,2293,1794,2
Process973,2276,9255,0
Process974,3401,707,2
Process975,5574,4777,2
Process976,2160,4893,1
Process977,7851,6457,1
Process978,3903,9960,1
Process979,2432,1744,1
Process980,2862,6711,1
Process981,6899,2368,2
Process982,4822,4660,1
Process983,6791,3287,1
Process984,2781,6687,2
Process985,8280,8613,1
Process986,7437,7124,1
Process987,8429,4974,1
Process988,1760,5229,2
Process989,3459,7660,2
Process990,6485,6873,1
Process991,7330,124,1
Process992,8159,4945,1
Process993,783,8088,0
Process994,2662,868,2
Process995,5248,5500,2
Process996,8963,2936,0
Process997,7572,7717,2
Process998,2639,9476,1
Process999,4018,2934,0
Process1000,7141,5770,0
Process1001,3328,9451,2
Process1002,1883,7610,1
Process1003,5099,8392,1
Process1004,7954,1053,1
Process1005,3848,2652,2
Process1006,8356,1614,1
Process1007,9987,5538,1
Process1008,2945,4528,0
Process1009,7484,8545,2
Process1010,6035,2037,2
Process1011,5108,5365,2
Process1012,656,7247,1
Process1013,1150,8697,0
Process1014,6084,3002,1
Process1015,8239,6850,2
Process1016,5893,5205,2
Process1017,2836,5191,0
Process1018,7496,4488,2
Process1019,7984,8323,0
Process1020,7758,4358,1
Process1021,3303,9465,1
Process1022,4651,120,1
Process1023,3609,7622,0
Process1024,959,57,1
Process1025,9362,8295,2
Process1026,6769,540,1
Process1027,2142,3375,1
Process1028,3054,7223,0
Process1029,4845,1558,1
Process1030,1534,9316,2
Process1031,260,8970,1
Process1032,4351,9972,1
Process1033,2041,3580,0
Process1034,4781,4538,2
Process1035,4172,3899,0
Process1036,6764,7019,0
Process1037,4562,5512,2
Process1038,255,4917,1
Process1039,4084,9762,1
Process1040,2588,1295,1
Process1041,5451,1554,0
Process1042,4130,2256,2
Process1043,2930,4296,2
Process1044,2056,5429,1
Process1045,4888,9600,1
Process1046,8719,2715,2
Process1047,6738,3628,2
Process1048,836,3882,1
Process1049,5806,4317,1
Process1050,8686,3257,0
Process1051,882,8707,1
Process1052,8400,2836,1
Process1053,5890,2118,1
Process1054,608,4173,2
Process1055,6216,5412,0
Process1056,2075,4130,2
Process1057,1305,7219,2
Process1058,6047,8055,2
Process1059,5707,212,0
Process1060,5129,8897,1
Process1061,2198,6130,2
Process1062,7173,4529,1
Process1063,4404,418,1
Process1064,2284,7377,2
Process1065,5592,9944,2
Process1066,4853,8370,1
Process1067,6829,6026,1
Process1068,8785,2072,0
Process1069,976,7779,1
Process1070,7485,9259,1
Process1071,7250,7809,1
Process1072,2075,4981,2
Process1073,9736,5737,0
Process1074,5867,8020,0
Process1075,8875,3611,2
Process1076,944,4815,1
Process1077,9848,1643,1
Process1078,2323,6780,0
Process1079,9205,4107,2
Process1080,6299,1591,2
Process1081,2290,5193,0
Process1082,763,7267,2
Process1083,117,3354,1
Process1084,6241,5572,0
Process1085,9742,4446,2
Process1086,9539,1742,1
Process1087,7706,1589,1
Process1088,8251,263,2
Process1089,868,9467,2
Process1090,7617,5765,1
Process1091,3625,4406,1
Process1092,7442,1520,0
Process1093,2592,7988,0
Process1094,9832,4228,2
Process1095,5091,3969,2
Process1096,314,9859,2
Process1097,353,3916,2
Process1098,8387,2166,1
Process1099,3201,9385,1
Process1100,8474,7001,1
Process1101,5339,6977,2
Process1102,7397,4418,0
Process1103,3074,3362,2
Process1104,2105,3193,0
Process1105,6708,4635,2
Process1106,9406,4949,2
Process1107,6549,1653,0
Process1108,5282,39,1
Process1109,4277,9591,0
Process1110,9092,8064,0
Process1111,6023,9755,2
Process1112,7361,7151,1
Process1113,6570,6577,0
Process1114,7416,8681,1
Process1115,5193,5389,1
Process1116,6940,1146,1
Process1117,4897,7694,2
Process1118,6771,2975,1
Process1119,7162,3604,2
Process1120,6939,2695,0
Process1121,70,5069,2
Process1122,178,2429,1
Process1123,1056,8999,2
Process1124,5297,2766,0
Process1125,9082,7958,0
Process1126,7503,1249,0
Process1127,7225,6146,2
Process1128,2248,2916,2
Process1129,3662,77,2
Process1130,1019,7016,0
Process1131,6441,3437,1
Process1132,1617,9966,1
Process1133,297,1021,1
Process1134,1906,2669,0
Process1135,2197,1751,1
Process1136,7876,5605,2
Process1137,1054,2830,2
Process1138,1926,1429,1
Process1139,5773,1443,0
Process1140,9577,2461,0
Process1141,2427,8901,2
Process1142,3995,6870,0
Process1143,697,3518,2
Process1144,6397,5424,0
Process1145,4864,7620,2
Process1146,7641,1847,1
Process1147,8019,2900,1
Process1148,4544,4825,1
Process1149,3984,6950,2
Process1150,3502,2878,1
Process1151,6388,5304,1
Process1152,9063,5651,2
Process1153,5352,6347,1
Process1154,5367,2743,2
Process1155,8051,3958,2
Process1156,8838,7950,2
Process1157,5230,5969,0
Process1158,805,512,2
Process1159,7809,847,0
Process1160,6256,4349,1
Process1161,7164,736,2
Process1162,9678,6151,2
Process1163,2710,7854,1
Process1164,5613,3220,1
Process1165,291,1270,1
Process1166,8942,107,0
Process1167,9440,1689,0
Process1168,9190,2493,1
Process1169,118,6653,1
Process1170,4348,2908,2
Process1171,1456,6423,0
